2025-04-11 12:35:12	||INFO|| main || Configuration loaded successfully || main.go
2025-04-11 12:37:16	||INFO|| main || Configuration loaded successfully || main.go
2025-04-11 12:37:16	||INFO|| main || Connected to database || main.go
2025-04-11 12:37:16	||INFO|| runServer || Starting server on port 8080 || main.go
2025-04-11 12:37:27	||INFO|| Request || Received POST request for /start-stream from [::1]:33408 || middleware.go
2025-04-11 12:37:27	||INFO|| StartStreamHandler || Received request to start stream stream3 with URL rtsp://admin:1234Qwer@192.168.21.10:554/Streaming/Channels/101 || handlers.go
2025-04-11 12:37:27	||INFO|| ProcessStream || Starting to process RTSP stream: rtsp://admin:1234Qwer@192.168.21.10:554/Streaming/Channels/101 || rtsp.go
2025-04-11 12:37:29	||INFO|| StartStreamHandler || Started processing stream: rtsp://admin:1234Qwer@192.168.21.10:554/Streaming/Channels/101 || handlers.go
2025-04-11 12:37:29	||INFO|| Request || Completed POST /start-stream in 2.002560654s || middleware.go
2025-04-11 12:37:30	||INFO|| ProcessStream || Stream info: hasVideo=true, hasAudio=false || rtsp.go
2025-04-11 12:37:30	||INFO|| SaveStreamMetadata || Stream metadata saved for stream ID: stream3 || storage.go
2025-04-11 12:37:30	||INFO|| SaveProcessingLog || Processing log saved for stream ID: stream3 || storage.go
2025-04-11 12:37:30	||INFO|| ProcessStream || FFmpeg command: ffmpeg -fflags +genpts+discardcorrupt -use_wallclock_as_timestamps 1 -rtsp_transport tcp -buffer_size 8192k -rtsp_flags prefer_tcp -timeout 5000000 -i rtsp://admin:1234Qwer@192.168.21.10:554/Streaming/Channels/101 -c:v libx264 -preset ultrafast -tune zerolatency -profile:v baseline -level 3.0 -r 30 -g 30 -keyint_min 30 -b:v 2000k -maxrate 2500k -minrate 1500k -bufsize 3000k -pix_fmt yuv420p -vsync 1 -avoid_negative_ts 1 -x264-params no-scenecut=1:bframes=0 -sc_threshold 0 -map 0:v:0 -f hls -hls_time 2 -hls_list_size 0 -hls_flags append_list+discont_start+split_by_time -hls_segment_type mpegts -hls_segment_filename hls/stream3/stream3_segment_%03d.ts -hls_init_time 0 -mpegts_flags +resend_headers -pat_period 0.1 -sdt_period 0.1 hls/stream3/stream3.m3u8 || rtsp.go
2025-04-11 12:37:32	||INFO|| UpdateStreamMetadataStatus || Stream metadata duration updated for stream ID: stream3 || storage.go
2025-04-11 12:37:37	||INFO|| UpdateStreamMetadataStatus || Stream metadata duration updated for stream ID: stream3 || storage.go
2025-04-11 12:37:37	||INFO|| Request || Received GET request for /stream/stream3 from 127.0.0.1:33366 || middleware.go
